Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop
24.0,14.0,18.0,31.63999,45.150707,6.52615,338.849925,Millet
28.0,15.0,32.0,29.497647,38.592277,6.562815,361.247339,Millet
31.0,17.0,24.0,32.575147,40.229428,5.901614,360.58984,Millet
25.0,14.0,22.0,35.673294,31.308452,6.541013,322.739516,Millet
23.0,13.0,26.0,28.113634,38.20194,6.380221,362.625809,Millet
26.0,16.0,28.0,26.685493,39.698772,5.980579,266.596719,Millet
20.0,11.0,32.0,30.729165,55.0,5.745723,340.619238,Millet
38.0,11.0,34.0,31.73175,33.328198,5.268687,355.058715,Millet
15.0,18.0,23.0,29.445921,48.785063,6.424825,357.067417,Millet
26.0,11.0,17.0,33.487826,45.981153,5.467599,358.095179,Millet
37.0,18.0,23.0,26.787346,41.683818,6.297672,370.676506,Millet
25.0,17.0,27.0,31.663005,50.551723,6.118276,408.560906,Millet
24.0,9.0,19.0,28.545934,42.232633,6.589571,436.216195,Millet
23.0,13.0,19.0,34.126507,42.334955,6.098977,329.516434,Millet
24.0,20.0,27.0,34.782037,39.681276,6.085276,290.77594,Millet
33.0,12.0,25.0,28.160024,47.341413,6.615935,302.056891,Millet
12.0,14.0,25.0,28.681063,46.578815,6.417529,340.895796,Millet
34.0,17.0,20.0,32.063011,36.245936,6.408078,350.365508,Millet
16.0,18.0,24.0,29.070886,32.084517,6.484634,321.100275,Millet
23.0,15.0,19.0,29.891013,38.782116,5.482214,284.271834,Millet
22.0,13.0,30.0,30.060932,35.199769,6.628394,343.071542,Millet
29.0,21.0,31.0,25.392784,39.618853,6.556234,387.699863,Millet
15.0,22.0,14.0,29.966789,47.424629,5.741658,416.652063,Millet
28.0,19.0,19.0,28.344653,37.25619,6.12796,335.980386,Millet
37.0,16.0,16.0,28.816505,39.74306,6.230346,346.090152,Millet
17.0,12.0,21.0,33.464717,40.348136,6.182752,310.131118,Millet
26.0,12.0,24.0,26.984383,45.090585,6.41693,372.799258,Millet
21.0,17.0,16.0,31.951692,26.518664,6.965683,315.609996,Millet
28.0,17.0,19.0,29.330489,36.359798,6.790883,415.118947,Millet
25.0,21.0,19.0,29.328576,41.267702,5.59389,249.989346,Millet
21.0,18.0,26.0,31.896893,47.200474,6.561035,349.825923,Millet
28.0,10.0,25.0,30.816123,37.048585,6.914467,396.077514,Millet
31.0,34.0,24.0,26.868972,68.425878,6.594795,899.142945,Groundnut
45.0,31.0,31.0,29.368889,69.627224,6.237381,906.976036,Groundnut
32.0,30.0,35.0,30.639169,68.611449,6.560655,869.548173,Groundnut
24.0,36.0,51.0,29.712977,73.894329,6.212789,840.11548,Groundnut
29.0,24.0,41.0,26.832636,62.738418,6.80823,893.597539,Groundnut
19.0,39.0,28.0,28.578268,64.115024,6.797184,600.0,Groundnut
30.0,31.0,41.0,25.930974,63.636703,6.648962,918.206949,Groundnut
25.0,27.0,27.0,28.915824,71.650959,6.601265,862.61779,Groundnut
35.0,31.0,45.0,28.720965,72.001993,6.993133,827.75251,Groundnut
27.0,42.0,34.0,25.008294,69.756127,6.499912,1054.68622,Groundnut
29.0,31.0,37.0,26.141146,73.417468,6.169075,782.506598,Groundnut
26.0,36.0,47.0,27.546978,61.609796,6.625853,809.692401,Groundnut
40.0,29.0,28.0,27.518624,75.836121,7.084093,1049.15533,Groundnut
28.0,39.0,28.0,26.064837,75.116193,6.215867,766.79387,Groundnut
41.0,38.0,33.0,28.622366,71.17811,6.39879,794.988472,Groundnut
35.0,46.0,45.0,28.402358,76.408995,6.616605,835.297458,Groundnut
33.0,33.0,27.0,27.689169,59.216884,6.484907,934.073448,Groundnut
32.0,38.0,20.0,26.790734,64.877759,6.224955,870.780251,Groundnut
32.0,35.0,34.0,29.677931,63.823483,6.81412,720.737465,Groundnut
18.0,42.0,41.0,30.648651,71.107397,7.149611,796.783144,Groundnut
28.0,29.0,46.0,27.226302,62.249296,6.554917,789.264557,Groundnut
35.0,39.0,34.0,27.020533,71.287476,6.246861,842.277895,Groundnut
30.0,33.0,35.0,28.785932,74.352681,6.066291,892.584366,Groundnut
22.0,34.0,46.0,27.427153,70.976015,6.572233,891.820576,Groundnut
30.0,35.0,24.0,27.776964,68.918755,6.809086,672.398825,Groundnut
40.0,36.0,35.0,29.183445,62.560633,6.633047,956.394099,Groundnut
37.0,33.0,39.0,24.94503,63.265745,6.499327,875.256885,Groundnut
30.0,35.0,41.0,30.109284,73.748095,6.335004,988.453205,Groundnut
36.0,44.0,34.0,28.116289,71.396745,6.194194,894.419833,Groundnut
28.0,40.0,38.0,27.341611,67.304902,6.73373,960.132296,Groundnut
20.0,40.0,20.0,27.857225,65.410452,6.755856,896.654531,Groundnut
24.0,31.0,33.0,27.939887,57.370961,6.067196,984.622576,Groundnut
39.0,28.0,41.0,25.230078,62.145738,6.945155,902.225064,Groundnut
28.0,40.0,31.0,30.391901,77.057095,6.66074,840.208475,Groundnut
29.0,40.0,38.0,28.066121,61.097722,6.891887,1077.243472,Groundnut
28.0,43.0,41.0,28.708803,68.447399,6.124204,938.903712,Groundnut
41.0,30.0,35.0,29.52248,72.53722,6.117569,907.374442,Groundnut
40.0,33.0,39.0,26.36614,61.225387,6.458289,722.369558,Groundnut
43.0,24.0,31.0,28.757555,68.423552,6.64078,721.169238,Groundnut
29.0,31.0,36.0,27.571774,72.189578,7.002981,879.271548,Groundnut
32.0,40.0,42.0,29.354833,67.562497,6.697702,864.55212,Groundnut
21.0,31.0,39.0,24.596436,80.0,6.432049,788.587743,Groundnut
39.0,38.0,33.0,27.841449,59.157004,6.212617,864.09827,Groundnut
23.0,33.0,39.0,27.035487,72.793643,6.8444,1008.862693,Groundnut
31.0,36.0,43.0,28.691621,66.635991,6.229882,919.540247,Groundnut
23.0,27.0,23.0,28.752071,71.359601,6.955971,735.899149,Groundnut
26.0,35.0,46.0,26.867799,69.706536,6.420372,838.849117,Groundnut
25.0,18.0,35.0,26.860522,63.834219,6.945363,769.503352,Groundnut
26.0,33.0,40.0,27.822935,68.644982,6.690101,811.230008,Groundnut
27.0,24.0,46.0,26.565372,58.210493,6.461641,808.638433,Groundnut
27.0,42.0,28.0,29.347174,70.516238,6.354569,802.235442,Groundnut
35.0,39.0,33.0,27.409268,68.990792,6.404546,724.486463,Groundnut
23.0,37.0,35.0,24.0,70.693301,6.619929,837.234532,Groundnut
31.0,44.0,32.0,27.400285,72.790592,6.521604,793.939236,Groundnut
37.0,28.0,50.0,26.33833,69.338099,6.333733,600.0,Groundnut
27.0,45.0,32.0,25.389959,68.240447,6.453623,1055.297202,Groundnut
26.0,40.0,34.0,26.020117,63.094658,6.522002,958.876965,Groundnut
29.0,32.0,39.0,28.175054,63.938896,5.903954,812.369928,Groundnut
37.0,41.0,29.0,30.125825,73.433673,6.628287,851.881905,Groundnut
31.0,27.0,35.0,28.501095,74.681677,6.225678,732.834565,Groundnut
27.0,29.0,40.0,27.029595,66.309448,6.177067,1019.572288,Groundnut
33.0,30.0,35.0,28.729447,67.730014,6.027544,1039.728869,Groundnut
23.0,31.0,37.0,27.265456,62.976928,5.99771,865.669373,Groundnut
34.0,27.0,34.0,26.888639,73.363784,6.120475,952.353064,Groundnut
32.0,42.0,27.0,26.15302,70.827084,6.301474,867.528678,Groundnut
28.0,32.0,40.0,25.197074,77.206087,7.046913,716.327456,Groundnut
25.0,36.0,50.0,27.376122,63.108385,6.352754,808.817663,Groundnut
25.0,30.0,38.0,28.252886,65.609961,6.54977,863.192797,Groundnut
33.0,22.0,39.0,27.845402,68.65723,6.612135,804.545228,Groundnut
37.0,36.0,42.0,27.334453,70.732448,6.536698,828.134672,Groundnut
26.0,22.0,29.0,26.486806,66.421662,6.478316,840.860044,Groundnut
33.0,34.0,49.0,28.973194,63.135195,6.165318,841.91215,Groundnut
17.0,25.0,39.0,25.892589,71.907038,6.90626,855.225849,Groundnut
26.0,47.0,49.0,29.241645,71.105677,7.006015,743.939493,Groundnut
30.0,40.0,32.0,26.396453,62.918629,6.028856,778.298385,Groundnut
25.0,35.0,50.0,26.796104,74.277214,6.213272,721.541573,Groundnut
24.0,42.0,43.0,25.653144,73.350994,6.421653,947.781555,Groundnut
26.0,29.0,41.0,27.197757,68.171482,6.229929,639.435306,Groundnut
32.0,37.0,39.0,29.5605,67.897989,6.64167,965.359034,Groundnut
29.0,35.0,36.0,28.825005,70.270289,6.296084,988.63494,Groundnut
17.0,36.0,46.0,29.565475,63.191485,7.106216,819.781941,Groundnut
17.0,42.0,38.0,28.835428,67.650157,6.833354,600.0,Groundnut
26.0,39.0,24.0,26.234128,56.738082,6.559521,813.868944,Groundnut
33.0,36.0,30.0,27.470737,71.882278,6.787556,843.581584,Groundnut
15.0,23.0,36.0,26.751681,59.692534,6.809652,748.940178,Groundnut
27.0,28.0,40.0,30.12892,75.017099,6.342095,798.478161,Groundnut
27.0,33.0,37.0,26.085138,65.8494,6.271459,1003.01952,Groundnut
38.0,35.0,46.0,29.429916,66.441665,6.52188,916.492716,Groundnut
28.0,27.0,24.0,29.428726,64.36133,6.741258,757.543589,Groundnut
32.0,49.0,39.0,30.927392,66.059806,6.538937,690.240083,Groundnut
31.0,44.0,25.0,27.344501,74.592657,6.058441,817.298268,Groundnut
17.0,38.0,43.0,29.139715,55.060957,6.275209,828.654322,Groundnut
35.0,34.0,37.0,31.650643,73.884827,6.479288,899.619919,Groundnut
31.0,33.0,40.0,27.011773,69.190117,6.478814,796.468329,Groundnut
33.0,28.0,31.0,25.543936,61.464892,7.052312,901.149958,Groundnut
45.0,34.0,46.0,24.991984,62.123438,6.111923,1043.515404,Groundnut
17.0,36.0,45.0,29.140339,75.881965,6.641565,931.550102,Groundnut
40.0,26.0,42.0,24.98696,62.772466,6.916952,845.191149,Groundnut
28.0,36.0,37.0,27.40429,61.733247,7.136006,831.684953,Groundnut
32.0,33.0,42.0,28.699701,73.186573,6.386769,814.332687,Groundnut
47.0,30.0,46.0,17.000623,70.885735,6.127301,599.977814,GardenBean
36.0,31.0,49.0,16.619512,73.271662,6.293759,672.116296,GardenBean
40.0,47.0,35.0,17.308891,83.346789,6.303603,885.107289,GardenBean
40.0,35.0,35.0,19.787033,68.721675,6.394526,838.619119,GardenBean
37.0,40.0,39.0,17.892982,83.042761,6.026628,743.736042,GardenBean
32.0,30.0,42.0,20.424506,72.196642,6.418513,774.312346,GardenBean
42.0,30.0,37.0,19.562485,81.42242,5.8,720.575749,GardenBean
40.0,41.0,48.0,15.956692,66.121836,6.174023,885.658339,GardenBean
43.0,27.0,43.0,20.678956,77.281064,6.202345,729.964742,GardenBean
37.0,33.0,40.0,20.959438,69.874087,6.426665,773.184209,GardenBean
47.0,35.0,31.0,17.711047,66.074504,6.304526,864.603014,GardenBean
35.0,36.0,32.0,20.256345,75.223791,6.018887,672.262852,GardenBean
50.0,34.0,42.0,17.958303,79.653042,6.103001,905.878918,GardenBean
30.0,37.0,27.0,19.675807,69.268328,6.339736,596.953859,GardenBean
43.0,39.0,46.0,17.223903,65.605511,6.284187,912.964213,GardenBean
43.0,39.0,39.0,16.272408,73.485669,6.184175,712.732442,GardenBean
35.0,29.0,55.0,18.810929,73.510362,6.203833,725.730125,GardenBean
43.0,33.0,54.0,19.277288,77.07059,6.439234,560.998983,GardenBean
48.0,42.0,39.0,18.784177,79.31773,6.196461,704.520528,GardenBean
27.0,40.0,39.0,17.368745,73.667275,6.282382,646.019347,GardenBean
43.0,27.0,46.0,18.780182,84.390819,6.733987,689.235365,GardenBean
25.0,37.0,50.0,19.984731,75.255715,6.015263,736.268903,GardenBean
34.0,23.0,30.0,19.419193,72.060012,5.929631,845.779161,GardenBean
50.0,35.0,29.0,19.828502,64.975223,6.456718,770.760335,GardenBean
37.0,46.0,36.0,18.293793,72.529107,6.164271,780.767665,GardenBean
33.0,29.0,43.0,21.609092,72.116233,6.236352,640.448061,GardenBean
39.0,30.0,43.0,17.382888,79.377707,6.143769,661.924591,GardenBean
52.0,40.0,46.0,20.377609,76.589908,6.24804,929.872502,GardenBean
29.0,26.0,33.0,21.627404,67.395533,6.619708,676.479897,GardenBean
34.0,31.0,26.0,20.365635,74.964625,6.460426,915.620825,GardenBean
49.0,39.0,45.0,19.135456,77.760575,6.472445,725.69388,GardenBean
51.0,31.0,35.0,18.549065,82.556976,6.016755,750.228794,GardenBean
39.0,34.0,28.0,21.364958,78.970022,6.069769,857.036516,GardenBean
33.0,39.0,41.0,16.938645,78.260741,5.8,877.189242,GardenBean
53.0,38.0,45.0,17.753776,74.336482,6.138124,738.918744,GardenBean
50.0,37.0,39.0,18.784396,76.174547,6.491341,711.175695,GardenBean
44.0,33.0,37.0,21.727777,80.997227,6.403389,744.407955,GardenBean
35.0,37.0,39.0,20.183582,66.536447,6.255697,783.795753,GardenBean
40.0,34.0,38.0,17.757518,72.04314,6.29554,839.130369,GardenBean
39.0,38.0,32.0,18.941446,69.673615,6.162223,750.422986,GardenBean
42.0,32.0,36.0,18.394218,76.123257,6.340952,811.88863,GardenBean
49.0,34.0,43.0,18.22238,80.889244,6.453176,913.835973,GardenBean
45.0,29.0,42.0,21.262001,70.656944,5.976823,788.130961,GardenBean
34.0,35.0,41.0,17.030862,60.614296,6.35993,781.165286,GardenBean
48.0,30.0,34.0,22.395806,71.691564,6.486487,598.108917,GardenBean
42.0,28.0,39.0,20.990813,79.115453,6.21698,500.0,GardenBean
44.0,37.0,27.0,21.463551,77.010727,6.44014,788.837573,GardenBean
49.0,36.0,41.0,18.666709,76.397843,6.8,740.517577,GardenBean
33.0,40.0,49.0,19.230107,72.432038,6.279131,698.521733,GardenBean
40.0,32.0,31.0,16.920327,66.837428,6.378661,774.35302,GardenBean
37.0,37.0,36.0,18.555608,76.885648,6.152389,743.959627,GardenBean
31.0,38.0,42.0,20.388579,69.328022,6.33625,862.778025,GardenBean
42.0,38.0,48.0,21.832914,86.230942,6.392054,758.611087,GardenBean
55.0,30.0,37.0,17.507118,77.19484,6.338968,675.307671,GardenBean
29.0,36.0,36.0,18.842089,70.74837,6.096061,849.016624,GardenBean
40.0,37.0,28.0,19.227661,70.576243,6.341272,728.286893,GardenBean
44.0,35.0,41.0,16.987579,73.479512,6.592439,802.653668,GardenBean
41.0,22.0,52.0,20.564429,72.658789,6.389727,702.258929,GardenBean
39.0,36.0,42.0,18.196817,80.254269,6.492397,685.017311,GardenBean
32.0,48.0,40.0,19.148297,75.043931,6.252598,758.416823,GardenBean
41.0,33.0,42.0,18.686491,69.902862,6.44998,751.282864,GardenBean
35.0,31.0,40.0,18.079191,84.586468,6.355854,797.982704,GardenBean
27.0,37.0,35.0,19.487319,74.276127,6.109818,723.135425,GardenBean
47.0,37.0,45.0,19.111903,78.305502,6.363704,566.364022,GardenBean
46.0,42.0,41.0,18.830656,70.593932,6.101661,706.722612,GardenBean
40.0,27.0,40.0,18.188769,76.033448,6.173424,829.381847,GardenBean
41.0,39.0,34.0,20.075144,75.742216,6.337866,720.262392,GardenBean
46.0,39.0,48.0,22.476511,63.417964,6.359449,725.36166,GardenBean
41.0,34.0,44.0,19.751797,85.285541,6.062154,848.637651,GardenBean
45.0,37.0,37.0,21.293013,81.227609,6.510797,678.802677,GardenBean
38.0,41.0,46.0,16.997601,71.775706,6.414401,595.719678,GardenBean
48.0,40.0,37.0,19.783971,67.827289,6.159054,733.936888,GardenBean
42.0,28.0,35.0,17.524737,75.946345,5.992483,701.582605,GardenBean
41.0,40.0,35.0,16.841535,74.485507,6.271019,653.375368,GardenBean
32.0,35.0,29.0,18.169131,75.991746,6.210811,732.462154,GardenBean
42.0,35.0,43.0,21.645419,75.072833,6.322628,799.150565,GardenBean
35.0,35.0,29.0,21.210028,76.83495,6.227377,749.071144,GardenBean
36.0,34.0,33.0,19.937408,82.104912,5.898509,780.698107,GardenBean
35.0,42.0,28.0,16.741139,77.181378,6.222331,931.34077,GardenBean
34.0,34.0,39.0,19.146695,68.121929,6.238876,715.712114,GardenBean
53.0,28.0,39.0,20.04306,81.630352,6.426732,777.834863,GardenBean
48.0,33.0,38.0,19.815965,83.187442,6.16036,699.078664,GardenBean
52.0,36.0,34.0,16.181172,88.0,6.635735,665.364028,GardenBean
33.0,42.0,33.0,17.897428,67.708433,5.917672,691.509235,GardenBean
40.0,39.0,43.0,19.38466,75.360139,6.562233,702.124143,GardenBean
32.0,30.0,37.0,20.465324,62.340247,6.255136,785.94758,GardenBean
36.0,50.0,42.0,15.54697,77.097635,6.471917,984.907579,GardenBean
34.0,37.0,35.0,19.208177,70.930078,6.31596,678.395656,GardenBean
47.0,43.0,41.0,19.757488,84.771296,6.527911,708.337469,GardenBean
38.0,34.0,48.0,21.029302,69.662156,6.222528,743.687699,GardenBean
46.0,38.0,44.0,20.747144,64.540575,6.080276,789.579885,GardenBean
44.0,40.0,38.0,20.548628,71.360923,6.584101,776.355081,GardenBean
54.0,42.0,42.0,18.060107,62.937268,6.277304,878.409579,GardenBean
31.0,41.0,39.0,16.065596,78.206157,6.344312,507.360793,GardenBean
48.0,40.0,40.0,18.792505,62.435535,6.54695,511.307013,GardenBean
47.0,33.0,38.0,21.302937,74.159362,6.093609,700.412183,GardenBean
34.0,32.0,39.0,22.008218,62.364254,6.419098,859.730019,GardenBean
46.0,37.0,41.0,20.778988,72.206332,6.182021,593.435197,GardenBean
42.0,41.0,34.0,20.272813,83.202918,6.273566,500.0,GardenBean
39.0,34.0,34.0,20.183351,76.019628,6.314456,807.117941,GardenBean
49.0,35.0,38.0,24.465954,71.420197,6.301427,960.842433,Soyabean
40.0,28.0,41.0,23.835986,77.187387,6.210959,893.112556,Soyabean
41.0,31.0,30.0,23.466259,80.675332,6.633254,732.546179,Soyabean
41.0,42.0,37.0,26.660798,79.058467,6.615596,815.050687,Soyabean
48.0,28.0,34.0,25.657492,67.039292,6.615473,868.47039,Soyabean
43.0,26.0,40.0,26.607049,71.23162,6.474268,708.492724,Soyabean
51.0,33.0,34.0,27.104756,70.774176,6.781387,811.316561,Soyabean
30.0,43.0,33.0,26.424987,74.946273,6.403176,978.279641,Soyabean
42.0,36.0,38.0,27.052421,75.931768,6.691054,1071.276644,Soyabean
40.0,34.0,40.0,25.888748,68.305537,6.492251,849.66783,Soyabean
46.0,38.0,31.0,24.100811,72.839193,6.37833,990.778603,Soyabean
44.0,25.0,35.0,27.692503,62.400363,6.618506,670.312792,Soyabean
53.0,41.0,29.0,25.057421,79.709725,6.581927,979.134149,Soyabean
34.0,40.0,20.0,24.503046,69.938129,6.571395,803.52619,Soyabean
48.0,35.0,36.0,25.715331,72.77932,6.516256,936.881474,Soyabean
51.0,45.0,39.0,24.539503,70.951751,6.492421,870.26971,Soyabean
60.0,30.0,37.0,25.332111,78.230138,6.977674,1058.449681,Soyabean
44.0,45.0,23.0,26.550486,60.0,6.736851,795.067722,Soyabean
50.0,39.0,33.0,26.557347,72.416948,6.644565,975.312756,Soyabean
35.0,35.0,22.0,24.563472,71.970906,6.52236,866.459104,Soyabean
31.0,37.0,43.0,25.219671,70.231818,6.701431,881.003343,Soyabean
53.0,37.0,28.0,27.718933,81.131133,6.603599,877.937533,Soyabean
47.0,46.0,43.0,26.79424,68.063353,6.505241,798.519227,Soyabean
56.0,30.0,41.0,29.320104,76.358981,6.439287,898.308124,Soyabean
38.0,32.0,30.0,27.888205,74.281264,6.483817,892.482213,Soyabean
51.0,45.0,28.0,27.830869,78.807596,6.0,928.94883,Soyabean
61.0,33.0,37.0,23.77941,69.164055,6.54212,910.140617,Soyabean
50.0,44.0,30.0,27.222177,68.835156,6.402305,995.759346,Soyabean
49.0,49.0,36.0,25.915029,77.98035,6.818534,1010.821034,Soyabean
48.0,35.0,32.0,25.118429,74.626607,6.503869,773.925201,Soyabean
37.0,42.0,24.0,26.268825,64.775313,6.262207,1004.2527,Soyabean
57.0,29.0,22.0,27.512338,69.803475,6.490024,757.639629,Soyabean
43.0,43.0,36.0,26.801331,74.431913,6.290776,970.542707,Soyabean
51.0,39.0,32.0,24.594442,76.688821,6.594681,974.368654,Soyabean
37.0,41.0,32.0,27.187934,69.103847,6.558189,670.641973,Soyabean
39.0,33.0,39.0,24.97986,60.0,6.691568,911.15751,Soyabean
58.0,26.0,42.0,26.346693,75.116116,6.341824,843.780466,Soyabean
45.0,41.0,33.0,25.51464,66.398397,6.506802,808.948169,Soyabean
58.0,23.0,33.0,25.649814,62.413306,6.226996,1062.10228,Soyabean
47.0,35.0,38.0,27.225989,60.0,6.640299,821.558503,Soyabean
35.0,44.0,27.0,24.33569,76.569904,6.603774,803.234769,Soyabean
54.0,39.0,36.0,29.112312,73.143087,6.599161,909.083393,Soyabean
43.0,51.0,38.0,23.086262,71.371718,6.500324,982.27077,Soyabean
52.0,45.0,39.0,25.043732,79.445122,6.582955,883.00217,Soyabean
48.0,33.0,23.0,26.592339,75.686623,6.820868,1039.964465,Soyabean
37.0,38.0,30.0,26.934903,80.5815,6.442981,963.717079,Soyabean
49.0,37.0,30.0,25.839239,65.536323,6.527729,638.614642,Soyabean
63.0,26.0,36.0,25.908175,72.327247,6.282775,836.463964,Soyabean
51.0,31.0,38.0,26.65688,64.416433,6.326348,832.578948,Soyabean
47.0,34.0,44.0,25.630289,71.353088,6.519563,957.523314,Soyabean
55.0,23.0,32.0,28.22909,71.256921,6.720787,600.0,Soyabean
49.0,38.0,32.0,27.342959,75.633068,6.448744,1200.0,Soyabean
49.0,36.0,42.0,27.396519,72.727819,6.452817,963.723131,Soyabean
40.0,26.0,37.0,24.454149,75.617036,6.418623,917.865216,Soyabean
49.0,40.0,43.0,25.872979,76.017201,6.393049,1041.788126,Soyabean
55.0,43.0,37.0,25.519254,83.274643,6.558994,1181.238486,Soyabean
42.0,39.0,28.0,24.391038,70.923517,6.200548,1004.489597,Soyabean
57.0,35.0,27.0,26.576263,67.794886,6.756188,1013.857572,Soyabean
47.0,42.0,26.0,25.139767,73.730418,6.366916,915.682803,Soyabean
41.0,42.0,39.0,27.048646,68.4886,6.644381,883.01691,Soyabean
54.0,40.0,42.0,24.287693,79.909804,6.246,842.904547,Soyabean
45.0,32.0,46.0,28.750465,71.08391,6.633768,800.866561,Soyabean
53.0,39.0,40.0,24.565868,69.672118,6.634389,817.558308,Soyabean
45.0,46.0,42.0,26.350884,70.143421,6.57684,737.933284,Soyabean
47.0,33.0,32.0,27.266975,76.092087,6.301114,890.895426,Soyabean
51.0,52.0,28.0,25.086975,71.711265,6.54991,697.839891,Soyabean
50.0,34.0,40.0,27.36395,69.291666,6.263389,922.909983,Soyabean
34.0,38.0,38.0,24.033306,80.82676,6.449447,895.640327,Soyabean
40.0,33.0,36.0,28.323388,68.219151,6.705883,917.632236,Soyabean
54.0,39.0,37.0,26.022639,72.67783,6.65934,837.344212,Soyabean
47.0,25.0,37.0,25.045742,75.761531,6.503037,1200.0,Soyabean
44.0,34.0,43.0,25.521309,64.343324,6.305039,1063.213908,Soyabean
38.0,30.0,43.0,27.294271,74.901303,6.629118,750.6549,Soyabean
40.0,38.0,38.0,25.064872,67.224462,6.503876,927.94417,Soyabean
33.0,44.0,40.0,24.801028,76.613914,6.035937,827.039263,Soyabean
47.0,42.0,38.0,25.645541,67.686745,6.656526,778.262433,Soyabean
43.0,21.0,32.0,24.116861,75.963845,6.495153,739.191351,Soyabean
41.0,52.0,40.0,28.91287,78.029165,6.74049,951.866003,Soyabean
47.0,40.0,27.0,25.093769,76.807183,6.280946,818.234372,Soyabean
50.0,32.0,41.0,27.330587,73.756583,6.0,1016.139123,Soyabean
62.0,39.0,28.0,26.335152,71.343495,6.555817,1019.253866,Soyabean
37.0,39.0,37.0,24.424746,69.617902,6.558313,1064.869726,Soyabean
56.0,33.0,30.0,25.990472,79.855173,6.161866,797.713588,Soyabean
54.0,39.0,38.0,27.254404,69.002524,6.3043,957.043873,Soyabean
42.0,33.0,35.0,25.698782,67.31467,7.0,975.894506,Soyabean
49.0,35.0,25.0,27.908981,75.826845,6.438878,843.098619,Soyabean
44.0,33.0,38.0,27.634425,68.519316,6.646192,807.387365,Soyabean
49.0,27.0,32.0,27.470264,67.749683,6.369868,1093.14248,Soyabean
58.0,39.0,40.0,25.264549,65.281979,6.081939,927.299505,Soyabean
52.0,42.0,35.0,24.272252,70.085451,6.465948,976.31613,Soyabean
51.0,41.0,37.0,25.01826,72.086425,6.446879,801.350879,Soyabean
44.0,43.0,29.0,26.313986,73.715459,6.420024,753.685864,Soyabean
37.0,40.0,31.0,26.873259,77.256531,6.477072,831.666027,Soyabean
46.0,34.0,32.0,22.525486,75.13449,6.552854,885.117434,Soyabean
56.0,43.0,40.0,25.987019,71.545639,6.469977,772.293599,Soyabean
37.0,28.0,45.0,26.252943,71.509022,6.247199,898.818623,Soyabean
40.0,31.0,30.0,25.555929,75.050787,6.597237,697.379377,Soyabean
48.0,31.0,41.0,28.066038,78.862851,6.110126,765.594309,Soyabean
41.0,45.0,22.0,26.674848,73.131571,6.089929,980.50935,Soyabean
42.0,44.0,28.0,28.096307,70.154346,6.647836,972.454862,Soyabean
19.0,13.0,24.0,29.20614,41.456658,6.024894,524.219978,SesameSeed
16.0,13.0,21.0,28.775614,40.936658,6.341071,512.324512,SesameSeed
16.0,8.0,20.0,30.358695,46.789494,6.713746,486.578256,SesameSeed
19.0,13.0,19.0,31.849801,45.267848,6.536437,378.25877,SesameSeed
25.0,16.0,21.0,35.716112,41.2135,6.159384,441.1468,SesameSeed
27.0,10.0,20.0,31.985367,47.910562,6.502509,533.924654,SesameSeed
19.0,17.0,14.0,32.783616,41.854829,5.887386,401.414598,SesameSeed
15.0,16.0,19.0,28.785681,38.241689,6.960107,300.0,SesameSeed
23.0,12.0,14.0,27.537917,38.705147,6.417886,459.102579,SesameSeed
17.0,14.0,19.0,30.149595,37.606296,6.94742,465.076971,SesameSeed
19.0,19.0,17.0,30.257208,41.13795,6.289387,484.489439,SesameSeed
29.0,16.0,30.0,27.411569,48.668621,6.29057,525.996305,SesameSeed
26.0,14.0,19.0,29.579293,38.474524,6.194325,519.632407,SesameSeed
22.0,13.0,13.0,30.958362,43.442379,6.85047,493.113886,SesameSeed
15.0,14.0,18.0,30.864944,39.216553,6.216228,558.687197,SesameSeed
23.0,12.0,21.0,31.210291,41.198455,6.757838,368.672115,SesameSeed
27.0,7.0,26.0,30.698315,34.949794,6.347019,510.320727,SesameSeed
19.0,21.0,16.0,28.783179,41.397309,5.709615,518.857685,SesameSeed
29.0,14.0,12.0,28.766638,41.531473,6.271874,388.23064,SesameSeed
28.0,15.0,23.0,27.122517,45.20144,6.028357,369.799057,SesameSeed
30.0,14.0,13.0,34.28346,43.616405,6.513561,422.784051,SesameSeed
23.0,12.0,17.0,30.032281,36.508039,6.023837,428.692099,SesameSeed
25.0,13.0,18.0,29.460353,47.920991,6.87039,527.739362,SesameSeed
29.0,9.0,19.0,27.770899,43.551515,6.46357,431.982285,SesameSeed
24.0,21.0,22.0,36.0,43.491968,6.428962,415.055604,SesameSeed
19.0,10.0,16.0,27.424013,42.454088,6.762357,432.185638,SesameSeed
19.0,11.0,18.0,28.970765,39.911213,6.885563,553.304263,SesameSeed
23.0,13.0,19.0,30.998008,43.589012,6.49196,475.913036,SesameSeed
15.0,18.0,20.0,31.440511,44.877942,6.19152,462.452428,SesameSeed
21.0,14.0,19.0,32.299037,33.765522,5.790412,467.299615,SesameSeed
27.0,10.0,21.0,34.33826,39.806196,6.22558,565.444223,SesameSeed
10.0,18.0,23.0,31.214778,41.225265,6.253115,422.557979,SesameSeed
30.0,16.0,21.0,27.465526,43.780853,6.542823,567.08558,SesameSeed
28.0,16.0,21.0,29.383332,48.466555,6.361941,489.734741,SesameSeed
19.0,16.0,12.0,30.738798,38.641296,6.775173,463.770643,SesameSeed
